face,demeanor,game,height,lightsaber,type
beard,calm,chutes,73.55,green,Jedi
beard,calm,monopoly,59.81,green,Jedi
clean,menacing,chutes,78.36,red,Sith
beard,calm,chutes,59.67,blue,Jedi
beard,calm,chutes,67.09,blue,Jedi
beard,calm,clue,73.77,green,Jedi
clean,menacing,clue,69.92,blue,Sith
beard,calm,monopoly,49.18,blue,Jedi
clean,menacing,clue,58.32,red,Sith
beard,menacing,monopoly,67.64,red,Sith
beard,calm,clue,59.97,blue,Jedi
clean,menacing,monopoly,69.37,red,Sith
clean,calm,monopoly,80.43,red,Sith
beard,calm,clue,72.26,blue,Sith
beard,calm,monopoly,61.9,blue,Jedi
clean,calm,monopoly,59.26,blue,Jedi
clean,menacing,monopoly,67.83,green,Sith
clean,calm,monopoly,71.62,red,Sith
clean,menacing,monopoly,57.22,red,Sith
clean,calm,clue,46.49,blue,Jedi
clean,calm,clue,72.15,red,Sith
clean,menacing,clue,66.92,red,Sith
clean,calm,chutes,65.85,red,Sith
beard,calm,monopoly,75.08,blue,Jedi
clean,menacing,clue,73.61,red,Sith
clean,menacing,chutes,66.88,green,Sith
beard,calm,clue,58.85,green,Jedi
clean,calm,clue,84.61,blue,Jedi
beard,calm,chutes,64.56,green,Jedi
clean,calm,chutes,74.35,red,Sith
clean,calm,clue,65.7,red,Sith
clean,menacing,clue,62.87,red,Sith
clean,calm,chutes,68.84,red,Sith
beard,calm,chutes,65.14,blue,Jedi
clean,calm,clue,69.78,blue,Sith
beard,calm,clue,75.47,blue,Jedi
clean,calm,monopoly,79.2,red,Sith
clean,menacing,clue,73.28,blue,Sith
beard,menacing,monopoly,66.11,red,Sith
clean,calm,clue,73.18,red,Sith
clean,menacing,monopoly,76.77,red,Sith
clean,calm,chutes,36.0,green,Jedi
clean,menacing,chutes,71.63,blue,Jedi
clean,menacing,clue,70.69,red,Sith
beard,calm,clue,48.69,blue,Jedi
clean,calm,chutes,65.79,red,Sith
clean,calm,monopoly,75.66,green,Jedi
clean,calm,chutes,78.37,blue,Sith
clean,calm,chutes,66.25,red,Sith
beard,menacing,chutes,67.01,green,Sith
clean,menacing,monopoly,64.25,red,Sith
clean,menacing,monopoly,67.8,red,Sith
clean,menacing,chutes,72.66,red,Sith
clean,menacing,monopoly,62.02,red,Sith
clean,menacing,clue,68.81,red,Sith
beard,calm,clue,68.08,red,Sith
beard,calm,clue,79.29,red,Jedi
clean,calm,chutes,45.15,blue,Jedi
beard,menacing,monopoly,65.01,green,Jedi
beard,calm,monopoly,62.67,blue,Jedi
beard,calm,monopoly,73.34,red,Jedi
beard,calm,clue,58.91,red,Jedi
clean,calm,chutes,78.22,red,Sith
clean,menacing,clue,63.75,red,Sith
clean,calm,clue,67.64,green,Sith
clean,menacing,chutes,72.21,red,Sith
beard,calm,chutes,70.75,red,Jedi
beard,calm,clue,57.46,blue,Jedi
clean,calm,chutes,86.31,blue,Jedi
clean,menacing,chutes,70.95,red,Sith
beard,calm,clue,69.61,blue,Jedi
clean,calm,chutes,66.7,green,Jedi
clean,calm,chutes,73.1,green,Sith
clean,menacing,clue,70.63,red,Sith
beard,calm,chutes,60.88,blue,Jedi
clean,calm,chutes,74.41,red,Sith
clean,calm,chutes,64.21,red,Sith
clean,calm,monopoly,65.64,red,Sith
clean,calm,chutes,56.06,blue,Jedi
beard,calm,monopoly,45.07,green,Jedi
clean,menacing,clue,68.16,red,Sith
clean,calm,chutes,75.83,red,Sith
clean,calm,chutes,65.5,blue,Jedi
clean,menacing,chutes,69.18,red,Sith
beard,calm,chutes,63.46,blue,Jedi
clean,menacing,monopoly,71.32,red,Sith
beard,calm,chutes,58.63,green,Jedi
clean,menacing,clue,71.52,red,Sith
beard,calm,chutes,58.32,blue,Jedi
beard,calm,clue,72.87,blue,Jedi
clean,calm,chutes,75.35,blue,Jedi
beard,calm,monopoly,78.73,blue,Jedi
clean,menacing,clue,78.52,red,Sith
clean,calm,clue,65.84,red,Sith
clean,calm,clue,69.83,red,Sith
clean,menacing,monopoly,70.32,red,Sith
beard,menacing,monopoly,72.81,red,Sith
beard,calm,clue,64.57,green,Jedi
clean,menacing,monopoly,68.07,red,Sith
clean,menacing,clue,61.26,red,Sith
beard,calm,monopoly,64.92,green,Jedi
clean,calm,chutes,69.11,red,Sith
clean,menacing,monopoly,69.05,red,Sith
beard,menacing,monopoly,65.92,red,Sith
beard,calm,clue,77.42,blue,Jedi
clean,calm,clue,75.44,red,Sith
beard,calm,clue,59.39,red,Jedi
beard,calm,monopoly,54.42,green,Jedi
beard,calm,monopoly,66.92,green,Sith
beard,calm,clue,54.27,blue,Jedi
clean,menacing,monopoly,61.57,red,Sith
beard,calm,monopoly,65.12,blue,Jedi
clean,calm,monopoly,67.23,red,Sith
beard,calm,monopoly,59.71,green,Jedi
clean,calm,clue,75.31,red,Sith
clean,menacing,clue,73.64,blue,Sith
clean,calm,monopoly,61.83,blue,Jedi
beard,calm,chutes,79.62,blue,Jedi
beard,calm,clue,65.6,red,Sith
beard,calm,clue,80.12,green,Jedi
clean,calm,monopoly,88.27,green,Jedi
beard,calm,monopoly,71.95,red,Jedi
clean,calm,clue,68.56,red,Sith
clean,calm,chutes,69.46,red,Sith
clean,menacing,monopoly,66.11,blue,Sith
clean,menacing,clue,74.66,red,Sith
clean,calm,chutes,70.62,red,Sith
clean,calm,chutes,68.19,green,Sith
clean,calm,chutes,75.04,blue,Sith
clean,menacing,clue,75.27,red,Sith
clean,calm,monopoly,73.14,red,Sith
clean,calm,monopoly,71.02,green,Sith
clean,calm,clue,65.75,red,Sith
beard,calm,monopoly,34.0,green,Jedi
clean,menacing,monopoly,61.98,blue,Sith
beard,calm,monopoly,54.13,green,Jedi
clean,menacing,clue,74.13,blue,Sith
beard,calm,monopoly,60.79,green,Jedi
clean,menacing,monopoly,70.49,red,Sith
beard,calm,chutes,76.57,blue,Jedi
clean,menacing,clue,70.14,red,Sith
clean,calm,monopoly,66.94,red,Sith
clean,menacing,chutes,66.07,red,Sith
clean,calm,monopoly,67.03,red,Sith
clean,menacing,clue,71.66,green,Sith
clean,calm,monopoly,69.52,red,Sith
beard,calm,monopoly,64.41,blue,Jedi
clean,menacing,clue,70.14,red,Sith
clean,menacing,clue,65.79,red,Sith
clean,menacing,monopoly,62.83,red,Sith
clean,calm,clue,65.93,red,Sith
beard,menacing,monopoly,38.69,green,Jedi
beard,calm,chutes,46.24,blue,Jedi
beard,calm,clue,48.66,blue,Jedi
beard,calm,clue,95.21,blue,Jedi
clean,calm,chutes,72.66,red,Sith
clean,menacing,chutes,70.0,green,Sith
beard,calm,monopoly,60.62,green,Jedi
clean,menacing,chutes,69.71,red,Sith
beard,calm,chutes,82.89,blue,Jedi
clean,calm,monopoly,66.73,blue,Sith
clean,calm,monopoly,94.7,green,Jedi
beard,calm,monopoly,67.63,green,Jedi
beard,menacing,clue,74.26,blue,Jedi
clean,calm,monopoly,64.74,blue,Sith
beard,calm,monopoly,42.18,green,Jedi
clean,calm,monopoly,74.72,red,Sith
beard,calm,monopoly,35.01,blue,Jedi
clean,menacing,chutes,75.51,red,Sith
clean,menacing,chutes,79.52,red,Sith
clean,menacing,chutes,69.98,red,Sith
beard,calm,monopoly,59.75,red,Sith
clean,calm,chutes,68.73,red,Sith
beard,calm,clue,59.2,green,Jedi
beard,menacing,monopoly,64.66,red,Sith
clean,menacing,chutes,68.98,green,Sith
beard,calm,chutes,64.31,blue,Jedi
beard,calm,chutes,83.63,blue,Jedi
clean,calm,clue,71.36,red,Sith
clean,calm,chutes,78.06,blue,Jedi
clean,menacing,monopoly,67.54,blue,Sith
beard,calm,clue,57.38,red,Jedi
beard,calm,chutes,63.82,blue,Jedi
clean,menacing,clue,64.3,red,Sith
beard,calm,clue,64.33,blue,Jedi
clean,menacing,chutes,68.26,red,Sith
clean,menacing,monopoly,66.71,red,Sith
beard,menacing,clue,67.91,red,Sith
beard,menacing,clue,79.12,green,Jedi
beard,calm,chutes,55.38,green,Jedi
beard,calm,chutes,75.79,blue,Jedi
clean,menacing,clue,59.55,blue,Sith
beard,calm,clue,74.86,blue,Jedi
beard,calm,chutes,42.9,green,Jedi
clean,menacing,monopoly,71.7,red,Sith
clean,menacing,chutes,66.0,red,Sith
beard,calm,monopoly,69.14,red,Sith
clean,menacing,monopoly,71.33,red,Sith
clean,menacing,chutes,77.11,red,Sith
clean,calm,monopoly,72.86,red,Sith
beard,calm,chutes,47.19,green,Jedi
clean,menacing,monopoly,62.91,green,Sith
clean,menacing,monopoly,64.49,red,Sith
beard,calm,clue,68.27,blue,Jedi
clean,calm,chutes,72.43,red,Sith
clean,menacing,chutes,77.99,red,Sith
clean,menacing,monopoly,65.62,red,Sith
beard,calm,clue,62.94,green,Jedi
beard,calm,monopoly,59.46,green,Jedi
beard,menacing,chutes,65.66,green,Jedi
clean,calm,clue,75.71,red,Sith
beard,menacing,chutes,70.1,red,Sith
clean,menacing,clue,70.52,red,Sith
clean,calm,monopoly,68.64,red,Sith
clean,menacing,monopoly,61.68,red,Sith
clean,calm,chutes,71.71,blue,Sith
clean,menacing,clue,61.57,green,Sith
beard,calm,chutes,62.86,blue,Jedi
clean,menacing,chutes,66.52,red,Sith
beard,calm,clue,68.27,red,Sith
beard,calm,clue,57.98,red,Jedi
clean,menacing,clue,69.96,blue,Sith
clean,menacing,monopoly,72.12,blue,Sith
beard,calm,clue,76.85,green,Jedi
beard,calm,clue,68.46,blue,Jedi
clean,menacing,clue,80.02,red,Sith
beard,menacing,clue,53.97,blue,Jedi
clean,calm,clue,73.04,red,Sith
clean,calm,clue,76.67,red,Sith
clean,calm,monopoly,71.08,red,Sith
clean,calm,monopoly,62.74,red,Sith
beard,calm,clue,60.82,blue,Jedi
clean,menacing,clue,70.18,red,Sith
beard,calm,chutes,55.31,green,Jedi
beard,menacing,clue,70.67,red,Sith
clean,menacing,monopoly,78.06,green,Jedi
clean,calm,chutes,53.6,blue,Jedi
beard,calm,monopoly,59.79,blue,Jedi
clean,menacing,chutes,55.87,red,Sith
clean,calm,chutes,60.09,red,Sith
clean,calm,monopoly,61.12,blue,Jedi
beard,calm,monopoly,89.17,blue,Jedi
beard,calm,monopoly,65.71,blue,Jedi
beard,menacing,monopoly,61.01,blue,Jedi
clean,menacing,monopoly,68.19,red,Sith
beard,calm,chutes,58.15,green,Jedi
clean,calm,monopoly,68.18,red,Sith
clean,menacing,clue,62.03,red,Sith
clean,calm,monopoly,66.49,green,Jedi
clean,calm,clue,66.1,red,Sith
clean,calm,monopoly,72.3,green,Sith
beard,calm,monopoly,58.9,blue,Jedi
clean,menacing,chutes,38.99,blue,Jedi
clean,menacing,clue,70.04,red,Sith
clean,menacing,monopoly,73.46,red,Sith
clean,calm,monopoly,74.09,red,Sith
beard,calm,chutes,57.96,green,Jedi
clean,calm,clue,72.79,red,Sith
clean,calm,chutes,74.6,red,Sith
beard,calm,clue,66.58,green,Jedi
beard,calm,monopoly,72.41,red,Sith
clean,menacing,clue,73.92,red,Sith
clean,menacing,chutes,60.73,blue,Sith
beard,menacing,clue,57.25,green,Jedi
beard,calm,clue,72.88,blue,Jedi
clean,menacing,chutes,76.09,red,Sith
clean,menacing,clue,69.88,red,Sith
clean,menacing,monopoly,63.07,red,Sith
clean,calm,monopoly,76.43,red,Sith
clean,calm,monopoly,63.18,red,Sith
beard,calm,monopoly,82.01,green,Jedi
clean,menacing,monopoly,78.74,red,Sith
beard,calm,clue,89.53,red,Jedi
clean,menacing,monopoly,72.0,red,Sith
beard,calm,chutes,57.07,green,Jedi
clean,calm,clue,75.24,red,Sith
clean,calm,clue,72.43,red,Sith
beard,menacing,chutes,78.62,blue,Sith
clean,calm,monopoly,73.27,red,Sith
clean,menacing,chutes,69.91,red,Sith
clean,menacing,chutes,66.73,red,Sith
clean,calm,chutes,74.94,red,Sith
beard,calm,monopoly,67.94,red,Sith
beard,calm,chutes,76.21,blue,Jedi
clean,calm,monopoly,64.36,red,Sith
clean,calm,clue,72.24,red,Sith
clean,menacing,monopoly,72.7,red,Sith
clean,menacing,monopoly,75.63,red,Sith
clean,calm,monopoly,54.6,green,Jedi
clean,menacing,monopoly,72.77,red,Sith
clean,calm,clue,37.77,blue,Jedi
beard,menacing,clue,79.65,blue,Jedi
clean,menacing,monopoly,66.48,red,Sith
beard,menacing,monopoly,73.85,blue,Jedi
clean,calm,monopoly,70.24,red,Sith
clean,calm,monopoly,69.15,blue,Sith
beard,calm,clue,62.04,blue,Jedi
clean,calm,monopoly,75.2,red,Sith
beard,calm,clue,58.48,green,Jedi
beard,calm,clue,43.31,red,Jedi
clean,menacing,monopoly,68.14,red,Sith
beard,calm,monopoly,66.88,green,Jedi
clean,calm,clue,67.88,red,Sith
beard,calm,monopoly,64.13,blue,Jedi
beard,calm,monopoly,44.4,blue,Jedi
clean,calm,chutes,65.08,red,Sith
clean,calm,clue,73.91,red,Sith
clean,calm,monopoly,74.28,red,Sith
clean,calm,monopoly,40.7,blue,Jedi
beard,calm,clue,60.75,blue,Jedi
beard,menacing,monopoly,48.69,green,Jedi
clean,menacing,monopoly,74.12,red,Sith
clean,calm,monopoly,73.21,green,Sith
clean,menacing,chutes,70.22,red,Sith
clean,menacing,monopoly,73.28,red,Sith
clean,menacing,chutes,70.01,red,Sith
beard,calm,monopoly,82.2,green,Jedi
clean,menacing,monopoly,64.82,red,Sith
clean,menacing,chutes,65.65,red,Sith
beard,calm,chutes,50.35,blue,Jedi
clean,menacing,clue,68.27,red,Sith
clean,calm,monopoly,65.47,red,Sith
clean,calm,monopoly,77.25,green,Jedi
beard,calm,monopoly,83.94,blue,Jedi
clean,calm,monopoly,66.41,green,Jedi
clean,menacing,monopoly,70.2,red,Sith
beard,calm,monopoly,75.68,blue,Jedi
beard,menacing,clue,70.95,red,Sith
beard,menacing,monopoly,70.71,green,Jedi
beard,calm,clue,75.55,blue,Jedi
beard,calm,clue,62.04,green,Jedi
clean,calm,clue,68.22,red,Sith
clean,menacing,chutes,72.9,red,Sith
beard,calm,monopoly,63.03,blue,Jedi
clean,calm,chutes,56.05,green,Jedi
beard,calm,chutes,62.49,green,Jedi
clean,calm,monopoly,72.1,red,Sith
clean,menacing,chutes,70.63,red,Sith
clean,calm,monopoly,72.17,red,Sith
beard,calm,monopoly,75.05,green,Jedi
beard,menacing,monopoly,78.75,red,Sith
clean,calm,monopoly,64.75,red,Sith
beard,calm,monopoly,44.11,green,Jedi
beard,calm,chutes,81.75,green,Jedi
beard,calm,monopoly,59.81,green,Jedi
clean,calm,monopoly,59.87,red,Sith
beard,calm,clue,53.34,blue,Jedi
beard,calm,monopoly,62.02,green,Jedi
clean,menacing,monopoly,62.11,red,Sith
clean,calm,monopoly,79.75,red,Sith
clean,menacing,clue,63.79,green,Sith
clean,menacing,monopoly,73.76,red,Sith
beard,calm,clue,48.55,green,Jedi
beard,calm,clue,76.39,green,Jedi
beard,calm,chutes,73.62,blue,Jedi
clean,calm,monopoly,78.86,green,Jedi
clean,menacing,clue,71.54,blue,Sith
beard,calm,clue,81.46,blue,Jedi
clean,menacing,clue,74.73,red,Sith
clean,calm,clue,64.72,red,Sith
clean,calm,chutes,80.02,red,Sith
beard,calm,chutes,68.74,green,Jedi
clean,calm,monopoly,72.51,red,Sith
clean,calm,monopoly,77.34,red,Sith
beard,calm,monopoly,55.23,blue,Jedi
beard,calm,chutes,56.51,green,Jedi
clean,calm,chutes,41.77,blue,Jedi
beard,calm,chutes,61.61,blue,Jedi
clean,calm,clue,75.8,red,Sith
beard,calm,chutes,55.63,blue,Jedi
clean,calm,monopoly,72.64,red,Sith
clean,menacing,monopoly,75.69,red,Sith
clean,calm,chutes,36.78,blue,Jedi
beard,calm,clue,66.59,blue,Jedi
clean,calm,chutes,68.46,blue,Jedi
beard,calm,chutes,69.47,blue,Jedi
clean,calm,monopoly,59.59,red,Sith
clean,calm,chutes,76.7,red,Sith
clean,menacing,chutes,65.91,red,Sith
clean,menacing,chutes,75.1,red,Sith
beard,calm,clue,56.98,blue,Jedi
beard,calm,clue,52.46,red,Jedi
clean,calm,monopoly,65.85,red,Sith
beard,calm,monopoly,81.42,green,Jedi
clean,menacing,chutes,68.59,blue,Sith
beard,menacing,monopoly,87.97,red,Jedi
beard,calm,chutes,56.93,green,Jedi
clean,menacing,monopoly,65.6,red,Sith
clean,menacing,chutes,69.68,red,Sith
clean,calm,monopoly,69.91,red,Sith
clean,calm,chutes,68.85,red,Sith
clean,calm,monopoly,71.21,red,Sith
clean,calm,chutes,81.46,red,Sith
clean,menacing,chutes,66.91,red,Sith
beard,calm,clue,69.11,green,Sith
clean,calm,clue,72.52,red,Sith
beard,calm,clue,66.24,red,Sith
clean,calm,monopoly,61.26,blue,Jedi
beard,calm,chutes,65.91,blue,Jedi
clean,calm,monopoly,77.49,green,Jedi
clean,calm,chutes,64.49,red,Sith
clean,menacing,clue,71.14,red,Sith
clean,menacing,monopoly,67.28,red,Sith
clean,calm,monopoly,65.59,red,Sith
clean,menacing,clue,73.42,red,Sith
beard,calm,clue,63.28,blue,Jedi
clean,calm,chutes,76.46,red,Jedi
clean,menacing,clue,71.65,red,Sith
beard,menacing,monopoly,64.04,blue,Jedi
beard,calm,chutes,65.6,blue,Jedi
clean,calm,clue,72.14,red,Sith
clean,menacing,clue,72.1,red,Sith
clean,menacing,monopoly,62.88,red,Sith
clean,calm,monopoly,65.37,red,Sith
beard,menacing,clue,63.76,blue,Sith
clean,calm,clue,40.07,green,Jedi
clean,calm,monopoly,56.82,blue,Jedi
beard,calm,chutes,43.38,red,Jedi
clean,menacing,chutes,62.51,green,Jedi
beard,menacing,clue,72.98,red,Sith
clean,menacing,monopoly,63.73,red,Sith
beard,calm,monopoly,72.58,green,Jedi
clean,calm,clue,73.76,red,Sith
beard,menacing,clue,68.05,red,Sith
beard,menacing,monopoly,53.61,green,Jedi
beard,calm,chutes,77.21,green,Jedi
beard,calm,monopoly,71.64,blue,Jedi
clean,menacing,chutes,74.79,blue,Sith
clean,calm,clue,70.55,red,Sith
beard,calm,clue,50.44,green,Jedi
clean,calm,clue,43.07,blue,Jedi
clean,calm,monopoly,69.69,red,Sith
beard,calm,monopoly,78.22,blue,Jedi
beard,calm,clue,74.92,blue,Jedi
clean,calm,clue,78.17,green,Jedi
beard,calm,chutes,79.52,green,Jedi
clean,menacing,clue,66.78,red,Sith
clean,calm,chutes,57.16,red,Sith
beard,calm,chutes,59.06,red,Jedi
clean,menacing,chutes,72.45,red,Sith
beard,calm,clue,85.02,green,Jedi
clean,menacing,monopoly,74.48,red,Sith
beard,calm,clue,74.64,blue,Sith
clean,menacing,chutes,70.89,red,Sith
beard,calm,chutes,69.53,green,Jedi
clean,calm,chutes,61.34,red,Sith
beard,calm,clue,60.34,blue,Jedi
beard,calm,monopoly,78.55,blue,Jedi
beard,menacing,chutes,88.16,green,Jedi
beard,calm,monopoly,49.41,blue,Jedi
beard,calm,clue,58.56,blue,Jedi
clean,menacing,clue,70.42,blue,Sith
clean,menacing,clue,70.29,red,Sith
clean,menacing,clue,66.17,red,Sith
clean,menacing,chutes,76.09,red,Sith
beard,menacing,chutes,100.99,green,Jedi
beard,calm,monopoly,55.72,blue,Jedi
beard,calm,clue,67.42,blue,Sith
clean,menacing,monopoly,78.09,blue,Sith
beard,calm,monopoly,48.54,blue,Jedi
clean,menacing,monopoly,75.36,red,Sith
beard,calm,monopoly,56.98,green,Jedi
clean,calm,monopoly,68.77,blue,Jedi
clean,menacing,monopoly,71.22,red,Sith
beard,calm,monopoly,67.1,red,Jedi
clean,menacing,monopoly,65.96,red,Sith
beard,calm,chutes,72.7,blue,Jedi
clean,menacing,monopoly,64.24,red,Sith
beard,menacing,chutes,71.86,red,Sith
clean,calm,monopoly,80.81,red,Sith
beard,calm,clue,62.93,blue,Sith
beard,calm,monopoly,60.31,blue,Jedi
clean,calm,monopoly,67.47,red,Sith
beard,menacing,chutes,53.56,green,Jedi
beard,calm,chutes,58.5,red,Jedi
clean,menacing,monopoly,75.74,red,Sith
beard,calm,monopoly,46.94,green,Jedi
clean,calm,clue,68.69,red,Sith
clean,menacing,clue,56.65,red,Sith
clean,calm,monopoly,65.84,red,Sith
clean,calm,clue,72.58,red,Sith
clean,calm,monopoly,71.5,red,Sith
clean,menacing,monopoly,70.37,red,Sith
clean,calm,monopoly,72.43,red,Sith
beard,calm,chutes,70.07,green,Jedi
beard,menacing,monopoly,66.01,red,Sith
clean,menacing,monopoly,79.5,red,Sith
clean,calm,clue,59.6,green,Jedi
clean,calm,clue,67.15,red,Sith
clean,menacing,monopoly,67.4,red,Sith
clean,calm,monopoly,64.56,red,Sith
clean,menacing,monopoly,62.59,red,Sith
clean,calm,monopoly,69.16,red,Sith
clean,menacing,monopoly,68.13,red,Sith
beard,calm,monopoly,44.53,blue,Jedi
beard,calm,monopoly,85.74,blue,Jedi
beard,calm,chutes,72.31,green,Jedi
beard,calm,monopoly,68.75,green,Jedi
clean,menacing,clue,69.21,red,Sith
clean,calm,chutes,69.54,red,Sith
clean,menacing,monopoly,75.04,red,Sith
beard,calm,monopoly,61.82,blue,Jedi
clean,calm,monopoly,64.83,red,Sith
clean,calm,chutes,61.57,red,Sith
clean,calm,monopoly,74.66,blue,Jedi
clean,menacing,chutes,68.34,red,Sith
beard,calm,clue,44.83,green,Jedi
beard,calm,monopoly,59.47,green,Jedi
clean,calm,chutes,60.95,red,Sith
clean,calm,monopoly,72.31,red,Sith
beard,calm,monopoly,58.32,red,Jedi
beard,calm,monopoly,57.34,blue,Jedi
clean,calm,monopoly,62.83,green,Sith
beard,calm,monopoly,82.77,green,Jedi
clean,menacing,chutes,72.95,red,Sith
clean,calm,chutes,68.91,red,Sith
clean,menacing,monopoly,68.86,red,Sith
clean,calm,chutes,60.37,blue,Jedi
clean,menacing,monopoly,65.65,blue,Jedi
clean,menacing,monopoly,65.39,green,Sith
beard,calm,monopoly,69.32,green,Jedi
beard,calm,clue,62.33,red,Sith
clean,calm,chutes,66.85,red,Sith
clean,calm,chutes,72.67,red,Sith
beard,calm,monopoly,85.75,blue,Jedi
beard,calm,chutes,69.47,green,Jedi
clean,menacing,monopoly,72.49,red,Sith
beard,calm,monopoly,65.17,green,Jedi
clean,calm,clue,71.15,red,Sith
clean,calm,clue,70.86,red,Sith
clean,calm,chutes,79.35,blue,Jedi
clean,calm,clue,68.24,green,Jedi
beard,menacing,chutes,66.82,red,Sith
beard,calm,chutes,70.12,blue,Jedi
clean,calm,monopoly,69.69,green,Sith
clean,calm,monopoly,75.76,green,Jedi
clean,calm,monopoly,72.08,red,Sith
beard,menacing,chutes,65.45,green,Sith
clean,calm,chutes,61.97,red,Sith
clean,calm,monopoly,76.41,red,Sith
clean,calm,monopoly,67.26,blue,Jedi
clean,menacing,chutes,65.14,green,Sith
beard,calm,clue,60.4,green,Jedi
clean,calm,chutes,48.14,green,Jedi
clean,calm,monopoly,74.54,red,Sith
clean,menacing,monopoly,60.83,blue,Sith
clean,calm,chutes,71.29,red,Sith
clean,menacing,monopoly,66.8,red,Sith
beard,calm,monopoly,57.71,green,Jedi
clean,menacing,clue,71.62,red,Sith
beard,menacing,monopoly,66.54,blue,Jedi
clean,calm,chutes,62.98,blue,Sith
clean,menacing,clue,71.36,red,Sith
clean,menacing,chutes,73.19,red,Sith
clean,calm,chutes,69.8,red,Sith
beard,calm,clue,66.28,red,Sith
beard,menacing,monopoly,68.42,green,Sith
beard,calm,chutes,46.16,blue,Jedi
beard,calm,monopoly,62.61,blue,Jedi
clean,menacing,chutes,65.87,blue,Sith
beard,calm,clue,67.88,green,Jedi
beard,calm,chutes,70.72,red,Jedi
beard,calm,monopoly,69.61,red,Sith
clean,menacing,chutes,60.3,red,Sith
clean,calm,monopoly,77.55,red,Sith
beard,calm,clue,71.52,blue,Jedi
clean,calm,clue,77.02,red,Sith
beard,calm,chutes,72.1,blue,Jedi
clean,menacing,clue,71.52,red,Sith
clean,calm,clue,78.1,blue,Sith
clean,calm,monopoly,63.12,red,Sith
clean,menacing,monopoly,68.01,red,Sith
clean,menacing,chutes,75.9,red,Sith
clean,menacing,clue,74.42,red,Sith
clean,menacing,clue,66.72,red,Sith
beard,calm,monopoly,54.12,red,Jedi
clean,calm,clue,72.88,red,Sith
clean,calm,monopoly,63.17,red,Jedi
clean,menacing,monopoly,74.34,red,Sith
clean,calm,clue,72.97,red,Sith
beard,calm,monopoly,59.84,green,Jedi
clean,calm,clue,68.41,red,Sith
beard,calm,monopoly,45.07,green,Jedi
beard,calm,monopoly,77.63,blue,Jedi
beard,calm,chutes,60.23,green,Jedi
clean,menacing,monopoly,63.65,red,Sith
clean,menacing,clue,72.59,red,Sith
clean,calm,monopoly,84.59,blue,Jedi
clean,calm,clue,60.49,red,Sith
clean,calm,clue,69.14,red,Sith
beard,calm,monopoly,56.11,green,Jedi
clean,menacing,monopoly,75.53,red,Sith
clean,menacing,chutes,71.58,red,Sith
beard,menacing,clue,71.94,blue,Jedi
clean,menacing,monopoly,76.45,red,Sith
beard,calm,monopoly,60.11,blue,Jedi
clean,calm,monopoly,76.51,red,Sith
beard,menacing,monopoly,81.17,green,Jedi
clean,menacing,chutes,70.03,green,Sith
clean,calm,chutes,73.73,red,Sith
clean,calm,chutes,62.23,red,Sith
clean,calm,monopoly,68.35,green,Sith
beard,calm,chutes,65.59,red,Sith
beard,calm,clue,57.58,blue,Jedi
clean,calm,clue,63.73,red,Sith
clean,menacing,clue,76.17,red,Sith
clean,menacing,monopoly,71.69,red,Sith
beard,calm,clue,67.8,blue,Jedi
clean,calm,clue,72.02,blue,Jedi
clean,menacing,monopoly,65.09,red,Sith
clean,menacing,monopoly,60.3,red,Sith
beard,calm,monopoly,47.74,blue,Jedi
clean,calm,monopoly,67.86,red,Sith
clean,calm,clue,57.83,red,Sith
beard,menacing,chutes,59.58,blue,Jedi
beard,calm,monopoly,81.08,green,Jedi
clean,calm,monopoly,74.79,red,Sith
beard,calm,clue,41.83,green,Jedi
beard,calm,chutes,67.22,blue,Jedi
beard,calm,monopoly,63.01,blue,Jedi
clean,menacing,chutes,66.77,red,Sith
clean,calm,clue,70.58,red,Sith
clean,menacing,clue,79.07,red,Sith
clean,menacing,chutes,71.04,red,Sith
beard,calm,chutes,61.73,green,Jedi
beard,calm,chutes,59.47,green,Jedi
clean,menacing,monopoly,62.64,red,Sith
clean,calm,clue,80.77,red,Sith
clean,menacing,monopoly,72.2,red,Sith
clean,menacing,monopoly,63.55,red,Sith
beard,calm,clue,80.44,green,Jedi
clean,calm,monopoly,59.43,red,Sith
beard,calm,monopoly,56.84,green,Jedi
clean,menacing,chutes,67.93,red,Sith
beard,calm,monopoly,53.3,green,Jedi
clean,calm,clue,73.36,red,Sith
clean,menacing,monopoly,61.5,blue,Sith
clean,menacing,monopoly,72.66,blue,Sith
clean,calm,monopoly,73.59,blue,Sith
clean,calm,chutes,67.43,blue,Sith
beard,menacing,monopoly,68.49,red,Sith
beard,calm,clue,70.3,red,Sith
clean,calm,monopoly,71.37,red,Sith
clean,menacing,monopoly,64.11,red,Sith
beard,calm,monopoly,84.6,red,Sith
beard,menacing,chutes,68.73,red,Sith
clean,calm,monopoly,66.42,red,Sith
beard,menacing,monopoly,63.36,red,Sith
beard,calm,monopoly,91.61,blue,Jedi
beard,menacing,chutes,79.06,blue,Jedi
beard,calm,monopoly,50.96,green,Jedi
beard,menacing,chutes,81.74,green,Jedi
clean,menacing,clue,67.19,red,Sith
beard,calm,chutes,73.06,green,Jedi
clean,calm,chutes,66.74,red,Sith
beard,calm,clue,74.39,red,Sith
beard,calm,chutes,68.29,blue,Jedi
clean,calm,chutes,77.29,green,Jedi
beard,calm,chutes,91.56,green,Jedi
clean,calm,clue,78.25,red,Sith
clean,menacing,chutes,63.23,red,Sith
